ID,Text,From,To,Context
"Southern-Middle-English-eɑh,eɑç,eɑx,eɑʝ,eɑɣ","{eɑh,eɑç,eɑx,eɑʝ,eɑɣ} → ɑw","eɑh|eɑç|eɑx|eɑʝ|eɑɣ","ɑw",
"Southern-Middle-English-eːɑw-iːw","eːɑw iːw → ew ju","eːɑw",ew,
"Southern-Middle-English-eːɑw-iːw","eːɑw iːw → ew ju","iːw",ju,
"Southern-Middle-English-ɑːw,ɑːɣ,oːw","{ɑːw,ɑːɣ,oːw} → ɔːw","ɑːw|ɑːɣ|oːw","ɔːw",
"Southern-Middle-English-oɣ","oɣ → ɔːw / _V","oɣ","ɔːw",_V
"Southern-Middle-English-ɑːht,oːht","{ɑːht,o(ː)ht} → ow ","ɑːht|oht|ɑːht|oːht",ow,
"Southern-Middle-English-ɑː","ɑː → ɔː","ɑː","ɔː",
"Southern-Middle-English-ɑ-e-o","ɑ e o → ɑː ɛː oː / in U[+open] ! in #U with the following U containing /iː/ or ending in one of /m n r l/","ɑ","ɑː",
"Southern-Middle-English-ɑ-e-o","ɑ e o → ɑː ɛː oː / in U[+open] ! in #U with the following U containing /iː/ or ending in one of /m n r l/",e,"ɛː",
"Southern-Middle-English-ɑ-e-o","ɑ e o → ɑː ɛː oː / in U[+open] ! in #U with the following U containing /iː/ or ending in one of /m n r l/",o,"oː",
"Southern-Middle-English-yː","y(ː) → i(ː)","y|yː","i|iː",
"Southern-Middle-English-Vː_2","Vː → V[-long] / in #U before a U with /iː/","Vː",V[-long],
Southern-Middle-English-m,"m → n → ∅ / _# when unstressed",m,n,_#
Southern-Middle-English-m,"m → n → ∅ / _# when unstressed",n,"∅",_#
"Southern-Middle-English-hn-wl,hl-hr","hn {wl,hl} hr → w l r",hn,w,
"Southern-Middle-English-hn-wl,hl-hr","hn {wl,hl} hr → w l r",wl|hl,l,
"Southern-Middle-English-hn-wl,hl-hr","hn {wl,hl} hr → w l r",hr,r,
"Southern-Middle-English-f-θ-s-ɣ","f θ s ɣ → v ð z ɡ / #_",f,v,#_
"Southern-Middle-English-f-θ-s-ɣ","f θ s ɣ → v ð z ɡ / #_","θ","ð",#_
"Southern-Middle-English-f-θ-s-ɣ","f θ s ɣ → v ð z ɡ / #_",s,z,#_
"Southern-Middle-English-f-θ-s-ɣ","f θ s ɣ → v ð z ɡ / #_","ɣ","ɡ",#_
"Southern-Middle-English-ɣ","ɣ → w / C_V","ɣ",w,C_V
"Southern-Middle-English-e,ɑ,o","{e,ɑ,o} → ə / _#","e|ɑ|o","ə",_#
Southern-Middle-English-e,"e → ∅ / if another /e/ one syllable previous",e,"∅",
Yola-C,"C → ∅ / C_%",C,"∅",C_%
Yola-t-d,"t d → θ ð (conditioning unclear)",t,"θ",
Yola-t-d,"t d → θ ð (conditioning unclear)",d,"ð",
"Yola-∅","∅ → ɛ / uː_d","∅","ɛ","uː_d"
Yola-F,"F → F[+ voice] / #_ ! F = ʍ",F,"F[+ voice]",#_
"Yola-ʍ","ʍ → f (at least one instance of → w, before a high front vowel)","ʍ",f|w,
Yola-U,"U → U[+ stress] / #U_ (often)",U,"U[+ stress]",#U_
"Old-Frisian-k-ɡ","k ɡ → tʃ j / _E",k,"tʃ",_E
"Old-Frisian-k-ɡ","k ɡ → tʃ j / _E","ɡ",j,_E
"Old-Frisian-ɡ","ɡ → j / E_","ɡ",j,E_
Old-Frisian-aj-aw-ew,"aj aw ew → {eː,aː} aː ja",aj,"eː|aː",
Old-Frisian-aj-aw-ew,"aj aw ew → {eː,aː} aː ja",aw,"aː",
Old-Frisian-aj-aw-ew,"aj aw ew → {eː,aː} aː ja",ew,ja,
Old-Frisian-h,"h → ∅ / V_V",h,"∅",V_V
North-Frisian-Lenition-p-t-k,"p t k → b d ɡ → v r ɣ / Vː_{V,#}",p,b,"Vː_V|Vː_#"
North-Frisian-Lenition-p-t-k,"p t k → b d ɡ → v r ɣ / Vː_{V,#}",t,d,"Vː_V|Vː_#"
North-Frisian-Lenition-p-t-k,"p t k → b d ɡ → v r ɣ / Vː_{V,#}",k,"ɡ","Vː_V|Vː_#"
North-Frisian-Lenition-p-t-k,"p t k → b d ɡ → v r ɣ / Vː_{V,#}",b,v,"Vː_V|Vː_#"
North-Frisian-Lenition-p-t-k,"p t k → b d ɡ → v r ɣ / Vː_{V,#}",d,r,"Vː_V|Vː_#"
North-Frisian-Lenition-p-t-k,"p t k → b d ɡ → v r ɣ / Vː_{V,#}","ɡ","ɣ","Vː_V|Vː_#"
"Old-Low-Franconian-eː-oː","eː oː → ie uo","eː",ie,
"Old-Low-Franconian-eː-oː","eː oː → ie uo","oː",uo,
Old-Low-Franconian-ai-au,"ai au → eː oː",ai,"eː",
Old-Low-Franconian-ai-au,"ai au → eː oː",au,"oː",
Old-Low-Franconian-h,"h → ∅ / #_C",h,"∅",#_C
Old-Low-Franconian-jan,"jan → en / CC_#",jan,en,CC_#
Old-Low-Franconian-j,"j → ∅ / CC_",j,"∅",CC_
Old-Low-Franconian-h_2,"h → ∅ / V_V",h,"∅",V_V
Old-Low-Franconian-xs,"xs → sː",xs,"sː",
Old-Low-Franconian-a,"a → ɒ? (→ o) / _ɫ",a,"ɒ?","_ɫ"
Old-Low-Franconian-a,"a → ɒ? (→ o) / _ɫ","ɒ?",o,"_ɫ"
Old-Low-Franconian-ai-u,"ai u → ei ʏ / _(C…){i(ː),j} (short only; in the case of [ʏ] at least this was not yet phonemic)",ai,ei,"_i|_j|_iː|_j|_C…i|_C…j|_C…iː|_C…j"
Old-Low-Franconian-ai-u,"ai u → ei ʏ / _(C…){i(ː),j} (short only; in the case of [ʏ] at least this was not yet phonemic)",u,"ʏ","_i|_j|_iː|_j|_C…i|_C…j|_C…iː|_C…j"
Old-Low-Franconian-a_2,"a → ɛ / _(C…){i(ː),j} (conjectured based on date from the “Germanic umlaut” article)",a,"ɛ","_i|_j|_iː|_j|_C…i|_C…j|_C…iː|_C…j"
"Old-Low-Franconian-uː","uː → ʉw / _V (probably, in most areas)","uː","ʉw",_V
"Old-Low-Franconian-uː_2","uː → ʊw / _V (probably, in areas that did not undergo the above change, such as Limburg)","uː","ʊw",_V
"Old-Low-Franconian-uː_3","uː → ʉː (probably, in areas with uː → ʉw / _V)","uː","ʉː",
Old-Low-Franconian-ei-ou,"ei ou → eː oː (except in southeastern dialects; *ei as a result of the umlaut of *ai was not affected)",ei,"eː",
Old-Low-Franconian-ei-ou,"ei ou → eː oː (except in southeastern dialects; *ei as a result of the umlaut of *ai was not affected)",ou,"oː",
"Middle-Dutch-uː","uː → yː","uː","yː",
Middle-Dutch-iu,"iu → ju / #_ (in some northern dialects)",iu,ju,#_
Middle-Dutch-iu_2,"iu → {yː,io} (outcome varies depending upon dialect; the former seems more typical)",iu,"yː|io",
Middle-Dutch-iw,"iw → yw (dialectal)",iw,yw,
"Middle-Dutch-ie,ia,io-uo","{ie,ia,io} uo → iə uə",ie|ia|io,"iə",
"Middle-Dutch-ie,ia,io-uo","{ie,ia,io} uo → iə uə",uo,"uə",
"Middle-Dutch-f-θ-s","f θ s → v ð z / syllable-initially (h → ɦ?)",f,v,
"Middle-Dutch-f-θ-s","f θ s → v ð z / syllable-initially (h → ɦ?)","θ","ð",
"Middle-Dutch-f-θ-s","f θ s → v ð z / syllable-initially (h → ɦ?)",s,z,
Middle-Dutch-V,"V → ə / if short and unstressed",V,"ə",
Middle-Dutch-f,"f → {x,ç} / _t (the former seems to have occurred in northern dialects, the latter in southern ones)",f,"x|ç",_t
"Middle-Dutch-θ-ð","θ ð → t d","θ",t,
"Middle-Dutch-θ-ð","θ ð → t d","ð",d,
"Middle-Dutch-uː,uw-u","{uː,uw} u → ɔw o (except in the southeast)","uː|uw","ɔw",
"Middle-Dutch-uː,uw-u","{uː,uw} u → ɔw o (except in the southeast)",u,o,
"Middle-Dutch-ol,al-ar,er-or","{ol,al} {ar,er} or → ɔu aːr oːr / _C[+dental]",ol|al,"ɔu",_C[+dental]
"Middle-Dutch-ol,al-ar,er-or","{ol,al} {ar,er} or → ɔu aːr oːr / _C[+dental]",ar|er,"aːr",_C[+dental]
"Middle-Dutch-ol,al-ar,er-or","{ol,al} {ar,er} or → ɔu aːr oːr / _C[+dental]",or,"oːr",_C[+dental]
Middle-Dutch-V-long-+stress,"V[-long +stress] → Vː / in open syllables (ʏ → {œː,øː} here but this is not phonemically important; there seem to have been qualitative differences between original long vowels and long vowels resulting from this change—lengthened iː seems to have become eː, but lengthened aː merged with original aː); does not affect original long vowels or vowels in diphthongs","V[-long +stress]","Vː",
Modern-Dutch-l,"l → u / o_{t,d}#",l,u,o_t#|o_d#
"Modern-Dutch-iː-yː","iː yː → ɛi œy","iː","ɛi",
"Modern-Dutch-iː-yː","iː yː → ɛi œy","yː","œy",
"Modern-Dutch-uː","uː → ʌu (? conjectured based on the above diphthongization and on developments in Polder Dutch vowels)","uː","ʌu",
"Modern-Dutch-—-x-ɣ","— x ɣ → {x,χ} {ɣ,x,χ} / in northern dialects",x,"x|χ",
"Modern-Dutch-—-x-ɣ","— x ɣ → {x,χ} {ɣ,x,χ} / in northern dialects","ɣ","ɣ|x|χ",
"Modern-Dutch-—-x-ɣ_2","— x ɣ → ç ʝ / in southern dialects (the articles use velar phonemes here but describes them as “front velar”; based on the description and on representations in other articles, the palatal phonemes are used here)",x,"ç",
"Modern-Dutch-—-x-ɣ_2","— x ɣ → ç ʝ / in southern dialects (the articles use velar phonemes here but describes them as “front velar”; based on the description and on representations in other articles, the palatal phonemes are used here)","ɣ","ʝ",
"Polder-Dutch-Vowel-Shift-ɛi-œy-ʌu","ɛi œy ʌu → ai ay au","ɛi",ai,
"Polder-Dutch-Vowel-Shift-ɛi-œy-ʌu","ɛi œy ʌu → ai ay au","œy",ay,
"Polder-Dutch-Vowel-Shift-ɛi-œy-ʌu","ɛi œy ʌu → ai ay au","ʌu",au,
"Polder-Dutch-Vowel-Shift-eː-øː-oː","eː øː oː → ɛi œy  ɔu","eː","ɛi",
"Polder-Dutch-Vowel-Shift-eː-øː-oː","eː øː oː → ɛi œy  ɔu","øː","œy",
"Polder-Dutch-Vowel-Shift-eː-øː-oː","eː øː oː → ɛi œy  ɔu","oː","ɔu",
"Belgian-and-Netherlandish-Dutch-Monophthongization-ɛi-œy-ɔu","ɛi œy ɔu → ɛː œː ɔː","ɛi","ɛː",
"Belgian-and-Netherlandish-Dutch-Monophthongization-ɛi-œy-ɔu","ɛi œy ɔu → ɛː œː ɔː","œy","œː",
"Belgian-and-Netherlandish-Dutch-Monophthongization-ɛi-œy-ɔu","ɛi œy ɔu → ɛː œː ɔː","ɔu","ɔː",
Standard-German-s,"s → ʃ / #_{l,m,n,w,p,t}",s,"ʃ",#_l|#_m|#_n|#_w|#_p|#_t
Standard-German-s_2,"s → ʃ / r_",s,"ʃ",r_
Standard-German-t,"t → {ts,k} / _w",t,ts|k,_w
Standard-German-x,"x → k / _s",x,k,_s
"Standard-German-h,j","{h,j} → ∅ / V_V",h|j,"∅",V_V
Standard-German-w-j,"w j → b ɡ / {l,r}_ (occasionally otherwise)",w,b,l_|r_
Standard-German-w-j,"w j → b ɡ / {l,r}_ (occasionally otherwise)",j,"ɡ",l_|r_
Standard-German-w,"w → ∅ / {ou,øy,yː}_",w,"∅","ou_|øy_|yː_"
Standard-German-w_2,"w → v",w,v,
"Standard-German-aː","aː → oː / _{N,C[+ dental],P,h} (sporadic?)","aː","oː","_N|_C[+ dental]|_P|_h"
"Standard-German-aː_2","aː → oː / {N,C[+ dental],P,h}_ (sporadic?)","aː","oː","N_|C[+ dental]_|P_|h_"
"Standard-German-eː-i","e(ː) i → ø(ː) y / _C[+ affricate]","e|eː","ø|øː","_C[+ affricate]"
"Standard-German-eː-i","e(ː) i → ø(ː) y / _C[+ affricate]",i,y,"_C[+ affricate]"
"Standard-German-eː-i_2","e(ː) i → ø(ː) y / _{P,l,ʃ} (sporadic?)","e|eː","ø|øː","_P|_l|_ʃ"
"Standard-German-eː-i_2","e(ː) i → ø(ː) y / _{P,l,ʃ} (sporadic?)",i,y,"_P|_l|_ʃ"
"Standard-German-eː-i_3","e(ː) i → ø(ː) y / {P,l,ʃ}_ (sporadic?)","e|eː","ø|øː","P_|l_|ʃ_"
"Standard-German-eː-i_3","e(ː) i → ø(ː) y / {P,l,ʃ}_ (sporadic?)",i,y,"P_|l_|ʃ_"
"Standard-German-yː-yə-øː-øy","y(ː) yə ø(ː) øy → i(ː) iə e(ː) ei (intermittent)","y|yː","i|iː",
"Standard-German-yː-yə-øː-øy","y(ː) yə ø(ː) øy → i(ː) iə e(ː) ei (intermittent)","yə","iə",
"Standard-German-yː-yə-øː-øy","y(ː) yə ø(ː) øy → i(ː) iə e(ː) ei (intermittent)","ø|øː","e|eː",
"Standard-German-yː-yə-øː-øy","y(ː) yə ø(ː) øy → i(ː) iə e(ː) ei (intermittent)","øy",ei,
"Standard-German-uː-yː-iː","uː yː iː → ou øy ei, except in certain unstressed endings and monosyllables, _C{C,V,#} (“especially before /xt/”), and Low German borrowings","uː",ou,
"Standard-German-uː-yː-iː","uː yː iː → ou øy ei, except in certain unstressed endings and monosyllables, _C{C,V,#} (“especially before /xt/”), and Low German borrowings","yː","øy",
"Standard-German-uː-yː-iː","uː yː iː → ou øy ei, except in certain unstressed endings and monosyllables, _C{C,V,#} (“especially before /xt/”), and Low German borrowings","iː","ei,",
"Standard-German-uə-yə-iə","uə yə iə → uː yː iː","uə","uː",
"Standard-German-uə-yə-iə","uə yə iə → uː yː iː","yə","yː",
"Standard-German-uə-yə-iə","uə yə iə → uː yː iː","iə","iː",
"Standard-German-ou-øy-ei","ou øy ei → au oy ai",ou,au,
"Standard-German-ou-øy-ei","ou øy ei → au oy ai","øy",oy,
"Standard-German-ou-øy-ei","ou øy ei → au oy ai",ei,ai,
Standard-German-u-y,"u y → o ø / _N (with some occasional exceptions)",u,o,_N
Standard-German-u-y,"u y → o ø / _N (with some occasional exceptions)",y,"ø",_N
"Standard-German-aːw","aːw → au","aːw",au,
"Standard-German-Vː","Vː → V[- long] / _CC (some exceptions; the change was more common around _xt and _rC)","Vː","V[- long]",_CC
"Standard-German-Vː_2","Vː → V[- long] / _%Cə{r,l,n}# (some exceptions)","Vː","V[- long]","_%Cər#|_%Cəl#|_%Cən#"
Standard-German-V,"V → Vː / _%, when stressed (except for /ə/?)",V,"Vː","_%,"
Standard-German-V_2,"V → Vː / _r{t,d,s,ts} (except /ə/)",V,"Vː",_rt|_rd|_rs|_rts
Standard-German-V_3,"V → Vː / in some monosyllables ending in alveolar resonants or vowels",V,"Vː",
Standard-German-V_4,"V → Vː / by analogy in some cases",V,"Vː",
"Standard-German-ə","ə → ∅ / unstressed, but not in every case","ə","∅",
"Standard-German-∅","∅ → ə / M_r% (I don’t know what Mr. Ciupak means by 〈M〉)","∅","ə",M_r%
High-German-Cosonant-Shift-and-Umlaut-p-t-k,"p t k → fː zː xː / V_V",p,"fː",V_V
High-German-Cosonant-Shift-and-Umlaut-p-t-k,"p t k → fː zː xː / V_V",t,"zː",V_V
High-German-Cosonant-Shift-and-Umlaut-p-t-k,"p t k → fː zː xː / V_V",k,"xː",V_V
High-German-Cosonant-Shift-and-Umlaut-p-t-k_2,"p t k → f z x / _#",p,f,_#
High-German-Cosonant-Shift-and-Umlaut-p-t-k_2,"p t k → f z x / _#",t,z,_#
High-German-Cosonant-Shift-and-Umlaut-p-t-k_2,"p t k → f z x / _#",k,x,_#
High-German-Cosonant-Shift-and-Umlaut-p-t-k_3,"p t k → pf ts kx / #_",p,pf,#_
High-German-Cosonant-Shift-and-Umlaut-p-t-k_3,"p t k → pf ts kx / #_",t,ts,#_
High-German-Cosonant-Shift-and-Umlaut-p-t-k_3,"p t k → pf ts kx / #_",k,kx,#_
High-German-Cosonant-Shift-and-Umlaut-p-t-k_4,"p t k → pf ts kx / {L,N}_",p,pf,L_|N_
High-German-Cosonant-Shift-and-Umlaut-p-t-k_4,"p t k → pf ts kx / {L,N}_",t,ts,L_|N_
High-German-Cosonant-Shift-and-Umlaut-p-t-k_4,"p t k → pf ts kx / {L,N}_",k,kx,L_|N_
"High-German-Cosonant-Shift-and-Umlaut-pː-tː-kː","pː tː kː → pf ts kx","pː",pf,
"High-German-Cosonant-Shift-and-Umlaut-pː-tː-kː","pː tː kː → pf ts kx","tː",ts,
"High-German-Cosonant-Shift-and-Umlaut-pː-tː-kː","pː tː kː → pf ts kx","kː",kx,
"High-German-Cosonant-Shift-and-Umlaut-b-d-ɡ","b d ɡ → p t k",b,p,
"High-German-Cosonant-Shift-and-Umlaut-b-d-ɡ","b d ɡ → p t k",d,t,
"High-German-Cosonant-Shift-and-Umlaut-b-d-ɡ","b d ɡ → p t k","ɡ",k,
"High-German-Cosonant-Shift-and-Umlaut-ɣ","ɣ → ɡ","ɣ","ɡ",
"High-German-Cosonant-Shift-and-Umlaut-β","β → b / V_V","β",b,V_V
"High-German-Cosonant-Shift-and-Umlaut-β_2","β → b / _l","β",b,_l
High-German-Cosonant-Shift-and-Umlaut-s,"s → ʃ / #_{p,t}",s,"ʃ",#_p|#_t
High-German-Cosonant-Shift-and-Umlaut-sk,"sk → ʃ / #_",sk,"ʃ",#_
"High-German-Cosonant-Shift-and-Umlaut-θ,ð","{θ,ð} → d","θ|ð",d,
High-German-Cosonant-Shift-and-Umlaut-a-u-o,"a u o → e y ø / _(C…){i(ː),j}",a,e,"_i|_j|_iː|_j|_C…i|_C…j|_C…iː|_C…j"
High-German-Cosonant-Shift-and-Umlaut-a-u-o,"a u o → e y ø / _(C…){i(ː),j}",u,y,"_i|_j|_iː|_j|_C…i|_C…j|_C…iː|_C…j"
High-German-Cosonant-Shift-and-Umlaut-a-u-o,"a u o → e y ø / _(C…){i(ː),j}",o,"ø","_i|_j|_iː|_j|_C…i|_C…j|_C…iː|_C…j"
Old-Low-German-ai-au,"ai au → eː oː",ai,"eː",
Old-Low-German-ai-au,"ai au → eː oː",au,"oː",
"Old-Low-German-β","β → v","β",v,
"Old-Low-German-vː-ɣː-hː","vː ɣː hː → bː ɡː xː (perhaps not strictly a sound change, but worth noting)","vː","bː",
"Old-Low-German-vː-ɣː-hː","vː ɣː hː → bː ɡː xː (perhaps not strictly a sound change, but worth noting)","ɣː","ɡː",
"Old-Low-German-vː-ɣː-hː","vː ɣː hː → bː ɡː xː (perhaps not strictly a sound change, but worth noting)","hː","xː",
"Old-Low-German-f-θ-s","f θ s → v ð z / syllable-initially",f,v,
"Old-Low-German-f-θ-s","f θ s → v ð z / syllable-initially","θ","ð",
"Old-Low-German-f-θ-s","f θ s → v ð z / syllable-initially",s,z,
Old-Low-German-v,"v → f / _C ! _d",v,f,_C ! _d
Old-Low-German-b-d,"b d → p t / _C[-voice]",b,p,_C[-voice]
Old-Low-German-b-d,"b d → p t / _C[-voice]",d,t,_C[-voice]
Old-Low-German-k,"k → ts / _E (ɡ → dz here?)",k,ts,_E
Old-Low-German-n,"n → ŋ / _{k,ɡ}",n,"ŋ","_k|_ɡ"
"Old-Low-German-ɡ","ɡ → k / ŋ_#","ɡ",k,"ŋ_#"
"Old-Low-German-ɡ_2","ɡ → ʝ / _E (singleton only)","ɡ","ʝ",_E
"Old-Low-German-ɡ_3","ɡ → ɣ / _V (singleton only)","ɡ","ɣ",_V
"Old-Low-German-ɡ_4","ɡ → x / _#","ɡ",x,_#
Old-Low-German-F-voice,"F[-voice] → F[+voice] / X[+voiced]_X[+voiced]?",F[-voice],F[+voice],X[+voiced]_X[+voiced]?
Proto-Norse-wi,"wi → u / Ci_C",wi,u,Ci_C
"Proto-Norse-Eβu-Eβo","Eβu Eβo → juː joː","Eβu","juː",
"Proto-Norse-Eβu-Eβo","Eβu Eβo → juː joː","Eβo","joː",
"Proto-Norse-aβu,o","aβ{u,o} → au","aβu|aβo",au,
"Proto-Norse-β","β → ∅ / V_B","β","∅",V_B
"Proto-Norse-æ,eːwa","{æ,e}ː(w(a)) → aː","æː)|æːw|æːwa|eː)|eːw|eːwa","aː",
"Proto-Norse-oː","oː → a / _n%","oː",a,_n%
Proto-Norse-z-x,"z x → ʀ h",z,"ʀ",
Proto-Norse-z-x,"z x → ʀ h",x,h,
Proto-Norse-i,"i → j / _V ! in #U",i,j,_V
Proto-Norse-j,"j → i / C_",j,i,C_
Proto-Norse-n,"n → ∅ / V{ː,V}_hV",n,"∅","Vː_hV|VV_hV"
Proto-Norse-Vn,"Vn → Vː / _hV",Vn,"Vː",_hV
"Proto-Norse-wuː-iː","(w)u(ː) i(ː) → (w)o(ː) e(ː) / _(C)(C)a ! CC = NC or one C = {ʀ,j}","u|uː|wu|wuː","o|oː|wo|woː",_a|_Ca|_Ca|_CCa
"Proto-Norse-wuː-iː","(w)u(ː) i(ː) → (w)o(ː) e(ː) / _(C)(C)a ! CC = NC or one C = {ʀ,j}","i|iː","e|eː",_a|_Ca|_Ca|_CCa
Proto-Norse-iu,"iu → yː",iu,"yː",
"Proto-Norse-æ,eːuː-æ,eːiː","{æ,e}ːuː {æ,e}ːiː → eu ai","æːuː|eːuː",eu,
"Proto-Norse-æ,eːuː-æ,eːiː","{æ,e}ːuː {æ,e}ːiː → eu ai","æːiː|eːiː",ai,
"Proto-Norse-wo,uːwuː-je,iːjiː","w{o,u}ːwuː j{e,i}ːjiː → uː iː","woːwuː|wuːwuː","uː",
"Proto-Norse-wo,uːwuː-je,iːjiː","w{o,u}ːwuː j{e,i}ːjiː → uː iː","jeːjiː|jiːjiː","iː",
Proto-Norse-w,"w → ∅ / _w",w,"∅",_w
Proto-Norse-j_2,"j → ∅ / _i",j,"∅",_i
"Proto-Norse-ou-ɔ,ɑ,au,ai,æ-ja,jE,æi,ei,y","o(u) {ɔ,ɑ,au,ai,æ} {ja,jE,æ(i),e(i),y} → u a i",o|ou,u,
"Proto-Norse-ou-ɔ,ɑ,au,ai,æ-ja,jE,æi,ei,y","o(u) {ɔ,ɑ,au,ai,æ} {ja,jE,æ(i),e(i),y} → u a i","ɔ|ɑ|au|ai|æ",a,
"Proto-Norse-ou-ɔ,ɑ,au,ai,æ-ja,jE,æi,ei,y","o(u) {ɔ,ɑ,au,ai,æ} {ja,jE,æ(i),e(i),y} → u a i","ja|jE|æ|e|y|ja|jE|æ|ei|y|ja|jE|æi|e|y|ja|jE|æi|ei|y",i,
"Proto-Norse-Vː","Vː → V[- long] / ! #U, U#","Vː","V[- long]",
"Old-Norse-θ","θ → f / _l","θ",f,_l
Old-Norse-i,"i → ɪ / _NS[- voice] ! _NS(C){o,i,j}",i,"ɪ","_NS[- voice] ! _NSo|_NSi|_NSj|_NSCo|_NSCi|_NSCj"
Old-Norse-i_2,"i → eː / _ʀ#",i,"eː","_ʀ#"
"Old-Norse-b-w,v-d-ð-ɡ","b {w,v} d ð ɡ → p f t θ k / _#",b,p,_#
"Old-Norse-b-w,v-d-ð-ɡ","b {w,v} d ð ɡ → p f t θ k / _#",w|v,f,_#
"Old-Norse-b-w,v-d-ð-ɡ","b {w,v} d ð ɡ → p f t θ k / _#",d,t,_#
"Old-Norse-b-w,v-d-ð-ɡ","b {w,v} d ð ɡ → p f t θ k / _#","ð","θ",_#
"Old-Norse-b-w,v-d-ð-ɡ","b {w,v} d ð ɡ → p f t θ k / _#","ɡ",k,_#
Old-Norse-j,"j → ∅ / #_",j,"∅",#_
"Old-Norse-EːBː-Eːaː","EːBː Eːaː → joː jaː / {v,w}_","EːBː","joː",v_|w_
"Old-Norse-EːBː-Eːaː","EːBː Eːaː → joː jaː / {v,w}_","Eːaː","jaː",v_|w_
"Old-Norse-BːB-aːo,a,æ,e-æ,eːæ,eː-æ,eːi-iːEː","BːB aː{o,a,æ,e} {æ,e}ː{æ,e}ː {æ,e}ːi iːEː → oː aː eː eː iː","BːB","oː",
"Old-Norse-BːB-aːo,a,æ,e-æ,eːæ,eː-æ,eːi-iːEː","BːB aː{o,a,æ,e} {æ,e}ː{æ,e}ː {æ,e}ːi iːEː → oː aː eː eː iː","aːo|aːa|aːæ|aːe","aː",
"Old-Norse-BːB-aːo,a,æ,e-æ,eːæ,eː-æ,eːi-iːEː","BːB aː{o,a,æ,e} {æ,e}ː{æ,e}ː {æ,e}ːi iːEː → oː aː eː eː iː","æːæː|æːeː|eːæː|eːeː","eː",
"Old-Norse-BːB-aːo,a,æ,e-æ,eːæ,eː-æ,eːi-iːEː","BːB aː{o,a,æ,e} {æ,e}ː{æ,e}ː {æ,e}ːi iːEː → oː aː eː eː iː","æːi|eːi","eː",
"Old-Norse-BːB-aːo,a,æ,e-æ,eːæ,eː-æ,eːi-iːEː","BːB aː{o,a,æ,e} {æ,e}ː{æ,e}ː {æ,e}ːi iːEː → oː aː eː eː iː","iːEː","iː",
Old-Norse-e,"e → i / #(C)(C)(C)_(C)(C)(C){i,j}",e,i,#_i|#_j|#_Ci|#_Cj|#_Ci|#_Cj|#_CCi|#_CCj|#_Ci|#_Cj|#_CCi|#_CCj|#_CCi|#_CCj|#_CCCi|#_CCCj|#C_i|#C_j|#C_Ci|#C_Cj|#C_Ci|#C_Cj|#C_CCi|#C_CCj|#C_Ci|#C_Cj|#C_CCi|#C_CCj|#C_CCi|#C_CCj|#C_CCCi|#C_CCCj|#C_i|#C_j|#C_Ci|#C_Cj|#C_Ci|#C_Cj|#C_CCi|#C_CCj|#C_Ci|#C_Cj|#C_CCi|#C_CCj|#C_CCi|#C_CCj|#C_CCCi|#C_CCCj|#CC_i|#CC_j|#CC_Ci|#CC_Cj|#CC_Ci|#CC_Cj|#CC_CCi|#CC_CCj|#CC_Ci|#CC_Cj|#CC_CCi|#CC_CCj|#CC_CCi|#CC_CCj|#CC_CCCi|#CC_CCCj|#C_i|#C_j|#C_Ci|#C_Cj|#C_Ci|#C_Cj|#C_CCi|#C_CCj|#C_Ci|#C_Cj|#C_CCi|#C_CCj|#C_CCi|#C_CCj|#C_CCCi|#C_CCCj|#CC_i|#CC_j|#CC_Ci|#CC_Cj|#CC_Ci|#CC_Cj|#CC_CCi|#CC_CCj|#CC_Ci|#CC_Cj|#CC_CCi|#CC_CCj|#CC_CCi|#CC_CCj|#CC_CCCi|#CC_CCCj|#CC_i|#CC_j|#CC_Ci|#CC_Cj|#CC_Ci|#CC_Cj|#CC_CCi|#CC_CCj|#CC_Ci|#CC_Cj|#CC_CCi|#CC_CCj|#CC_CCi|#CC_CCj|#CC_CCCi|#CC_CCCj|#CCC_i|#CCC_j|#CCC_Ci|#CCC_Cj|#CCC_Ci|#CCC_Cj|#CCC_CCi|#CCC_CCj|#CCC_Ci|#CCC_Cj|#CCC_CCi|#CCC_CCj|#CCC_CCi|#CCC_CCj|#CCC_CCCi|#CCC_CCCj
Old-Norse-e_2,"e → ja / ! {{h,k,ŋ}n,w,v,l,r}_, _{u,o,i}",e,ja,"hn_,|w_,|v_,|l_,|r_,|kn_,|w_,|v_,|l_,|r_,|ŋn_,|w_,|v_,|l_,|r_,"
"Old-Norse-ai-e,wæ,i-we,ei-wɪ","a(i) {e,w{æ,i}} {we,ei} (w)ɪ → ey ø y ʏ / w_ ! hw_",a|ai,ey,w_ ! hw_
"Old-Norse-ai-e,wæ,i-we,ei-wɪ","a(i) {e,w{æ,i}} {we,ei} (w)ɪ → ey ø y ʏ / w_ ! hw_","e|wæ|e|wi","ø",w_ ! hw_
"Old-Norse-ai-e,wæ,i-we,ei-wɪ","a(i) {e,w{æ,i}} {we,ei} (w)ɪ → ey ø y ʏ / w_ ! hw_",we|ei,y,w_ ! hw_
"Old-Norse-ai-e,wæ,i-we,ei-wɪ","a(i) {e,w{æ,i}} {we,ei} (w)ɪ → ey ø y ʏ / w_ ! hw_","ɪ|wɪ","ʏ",w_ ! hw_
